Open,Close,High,Low,Volume,EMA,Slope,ADX,+di,-di,TrendSignal,ConfirmedEntrySignal,ConfirmedOutputSignal
42160.89,42103.72,42171.28,42103.72,0.06936,42103.72,0.0,,,,0,,
42083.7,42011.99,42091.4,42000.01,0.52261,42091.48933333333,0.0,,,,0,,
42014.08,42082.95,42115.67,41971.52,0.93318,42090.350755555555,0.0,,,,0,,
42113.7,42052.88,42113.7,42012.25,0.09256,42085.354654814815,0.0,,,,0,,
42000.0,42033.39,42047.03,41991.83,0.04587,42078.42603417284,-0.013472113669035553,,,,0,,
42044.77,42044.38,42051.14,41983.03,0.66076,42073.88656294979,-0.011197100149293478,,,,0,,
42020.01,42055.88,42082.0,41911.49,1.36138,42071.48568788981,-0.011688718747506266,,,,0,,
42055.94,42084.37,42139.57,42055.94,1.58676,42073.20359617117,-0.007423595173808395,,,,0,,
42092.53,42139.62,42139.62,42041.32,0.59711,42082.05911668169,0.0015645067697381775,,1.4300361417682492,1.7520350389204853,0,,
42150.0,42078.22,42200.68,42077.39,0.13142,42081.54723445747,0.006154594672028935,,4.487141912178099,1.2771361321092687,0,,
42055.46,42131.57,42139.57,42053.79,0.17468,42088.21693652981,0.009936928749404043,,3.351566000259232,2.6733151297843474,0,,
42107.57,42138.91,42150.0,42087.82,0.0126,42094.976011659164,0.011813374446390938,,3.5424979124166325,2.0308672323950105,0,,
42150.0,42192.28,42221.16,42127.2,0.09617,42107.94987677128,0.015495985403198069,40.66050512662919,10.99467626964123,1.5617268265274693,1,42192.2799,
42194.1,42208.51,42211.49,42125.8,0.16446,42121.35789320178,0.02360993458166145,49.071224878624434,8.531230545160042,1.4067160820621107,1,42208.509900000005,
42166.38,42204.01,42223.82,42139.79,0.0925,42132.378174108206,0.027253318160835628,56.25994674435116,8.659360397281054,1.0989346411926904,1,42204.009900000005,
42204.01,42169.78,42221.2,42169.78,0.67427,42137.36508422711,0.025942868441714905,61.358782717882306,6.799692943497895,0.8629295678038282,1,42169.7799,
42193.78,42193.78,42193.78,42128.65,0.08361,42144.88707299683,0.02134551402749891,54.182255525077125,5.360641674644829,10.019686448637568,-1,,
42193.78,42223.87,42241.38,42185.78,0.27963,42155.418129930586,0.01914215884270931,49.960488241337835,16.58480953149294,7.923560567736748,1,42223.869900000005,
42215.77,42282.01,42282.01,42204.6,2.01467,42172.29704593984,0.023234100140803977,51.75076434400674,23.730890669948838,6.281058033881383,1,42282.009900000005,
42281.99,42210.96,42282.03,42210.96,0.03086,42177.45210648119,0.025531738217635432,53.12556019618897,18.85261366021439,4.988463114625726,1,42210.9599,
42186.96,42152.84,42244.9,42148.94,0.04246,42174.1704922837,0.019124695952959004,44.50065632619806,14.995230378623525,19.229452091894903,-1,,
42145.18,42166.08,42180.19,42140.11,0.04381,42173.09175997921,0.008829400369441007,39.3838352059638,11.941167191574177,17.92733900722835,-1,,
42140.37,42241.09,42241.09,42140.37,0.07113,42182.15819198198,0.0036426627568982104,36.89975538171361,25.07565340792451,14.289443607813993,1,42241.0899,
42241.09,42243.87,42249.93,42192.02,0.0325,42190.386433051055,0.008027121399486734,36.03656722928002,22.47731697373133,11.398221363247611,1,42243.869900000005,
42241.25,42161.34,42261.67,42140.11,0.10899,42186.51357531092,0.009954158821915547,30.228283749251734,17.940004255739474,20.911820930197607,-1,,
42155.63,42224.87,42260.85,42155.63,0.094,42191.62776526947,0.009823181602423015,25.629605458463544,14.325331829730425,16.698366941197516,-1,,
42237.03,42209.89,42240.8,42148.54,0.01919,42194.06272990021,0.005938626454529153,23.06706826477202,11.443252671260671,14.863549966466556,-1,,
42209.89,42139.6,42209.89,42139.57,0.01844,42186.80103258018,8.967769189114616e-05,22.629717659520487,9.143743009655541,13.977323830834843,-1,,
42139.62,42208.43,42208.43,42106.54,0.29666,42189.68489490283,0.00035933438580491097,26.790977609797405,7.308059391089658,18.44454460809993,-1,,
42223.85,42250.6,42314.8,42194.45,0.21307,42197.80690891578,0.001891477697782432,27.305186697896726,26.990870516561227,14.7444528453125,1,42250.5999,
42251.26,42196.02,42251.26,42185.73,0.0722,42197.568654393675,0.004270203947371051,26.27012748156186,21.579612794896363,13.750339789562652,1,42196.0199,
42199.96,42248.27,42255.46,42175.44,0.05663,42204.32883380785,0.010178387764681678,23.52545446466905,17.2553258484916,13.390416818544477,1,42248.2699,
42212.81,42255.54,42260.92,42188.54,0.30149,42211.156989300136,0.011724693798938774,22.245064620432196,15.14066318429745,10.70818289888073,1,42255.5399,
42231.24,42204.4,42261.41,42189.9,0.00731,42210.25605739345,0.009120528928165395,21.322799694821125,12.234287250913974,8.563891815316357,1,42204.399900000004,
42205.07,42225.77,42294.38,42204.91,0.69411,42212.324583074325,0.008398370350937018,25.965092622395243,17.82344601885181,6.84941551716838,1,42225.7699,
42272.11,42055.46,42272.11,42055.46,0.13527,42191.409305331086,-0.005845718640978167,27.604651662815794,14.255930337960072,29.0403114280248,-1,,42055.4601
42058.49,42135.65,42160.88,41958.84,0.48633,42183.974731286944,-0.01734405624260173,32.459143318584836,11.402935970356788,35.95100694979186,-1,,42135.6501
42160.7,42180.64,42200.0,42094.15,0.08575,42183.53010044869,-0.01937959475198091,32.34466175307036,14.85147835499497,28.757157844979226,-1,,42180.6401
42184.0,42210.64,42223.85,42118.8,0.66701,42187.144753722205,-0.013796649239749189,29.668885050582976,15.664585857775762,23.00339227138084,-1,,42210.6401
42210.53,42146.12,42224.82,42132.72,0.06744,42181.67478655925,-0.0038631122725784834,27.399730916029373,12.699756998013246,18.401220326921568,-1,,42146.1201
42154.53,42043.1,42154.53,42004.87,0.07807,42163.19814835135,-0.010290277300133384,32.915960286867396,10.159146018090107,34.95591660971103,-1,,42043.100099999996
42017.67,42164.37,42164.37,41997.32,0.1238,42163.35439523784,-0.015242445485119526,36.16451229774731,9.533454096466789,27.96328097416709,-1,,42164.3701
42172.31,42201.17,42263.71,42166.48,0.19322,42168.396475872796,-0.013230795150070071,29.356042309487634,23.346173346508227,22.369695385513516,1,,
42204.69,42259.54,42259.67,42140.79,0.21356,42180.548945756425,0.0006985606737091975,25.136891574589125,18.676317946953247,22.04260621442133,-1,,
42235.31,42245.69,42282.03,42203.91,0.35211,42189.23441965557,0.016428329958096358,20.884525817761734,19.057443012190912,17.633616127292512,1,42245.689900000005,
42245.69,42385.03,42426.4,42242.26,0.54419,42215.340497034835,0.029601569696469755,25.63004797982622,36.826362492133995,14.106592855877265,1,42385.0299,
